120.899926,31.052023
120.899987,31.095846
120.898815,31.09964
120.899701,31.095868
120.867921,31.107483
120.883468,31.126207
120.883459,31.126211
120.867908,31.107487
120.898555,31.102895
120.89806,31.106684
120.874345,31.107478
120.898403,31.108615
120.882504,31.10918
120.880989,31.117937
120.880421,31.119093
120.889891,31.127938
120.891662,31.122339
120.891389,31.124796
120.885513,31.117987
120.875343,31.119362
120.891016,31.118025
120.885777,31.10079
120.895603,31.118112
120.885469,31.117986
120.930204,31.021211
120.905868,31.018615
120.922127,31.029792
120.912431,31.026675
120.901159,31.052283
120.922726,31.04192
120.926697,31.039809
120.903841,31.041068
120.904206,31.046589
120.90174,31.047244
120.922587,31.03658
120.923927,31.033937
120.917603,31.036716
120.926771,31.037947
120.915469,31.039297
120.917752,31.05464
120.920352,31.048108
120.918335,31.036901
120.918238,31.042773
120.917582,31.061168
120.918846,31.053862
120.91938,31.065689
120.919596,31.064622
120.91951,31.064545
120.918243,31.042778
120.911437,31.072652
120.905061,31.095499
120.915352,31.066806
120.908585,31.091124
120.911246,31.095069
120.910777,31.094214
120.904809,31.084818
120.911198,31.073655
120.914887,31.098754
120.904857,31.083572
120.923065,31.116047
120.911563,31.125152
120.923073,31.116046
120.927887,31.123116
120.906966,31.11046
120.91191,31.108759
120.902652,31.11099
120.920621,31.124397
120.92819,31.114518
120.905729,31.122192
120.918546,31.107713
120.928173,31.123529
120.919067,31.120169
120.917799,31.107439
120.924896,31.122938
120.928494,31.131714
120.918251,31.10674
120.931597,31.115768
120.905686,31.122257
120.918746,31.117326
120.906311,31.119049
120.911632,31.119362
120.929206,31.12793
120.923286,31.115929
120.91826,31.106788
120.923338,31.115911
120.911536,31.119375
120.929163,31.135757
120.933979,31.020031
120.96023,31.052665
120.957921,31.052448
120.944609,31.061871
120.942283,31.058919
120.965981,31.065082
120.94365,31.038116
120.964549,31.053533
120.954071,31.051535
120.954071,31.051535
120.941016,31.037591
120.95957,31.067839
120.961489,31.071545
120.958424,31.078056
120.960808,31.073202
120.945734,31.073563
120.963646,31.06708
120.96151,31.07148
120.95887,31.079527
120.934184,31.069818
120.959093,31.079553
120.958438,31.07803
120.963646,31.067079
120.958459,31.07799
120.959114,31.079567
120.963802,31.067027
120.944045,31.116128
120.944201,31.116111
120.998689,30.830265
120.998542,30.830074
120.992391,30.822205
120.996622,30.827405
120.996328,30.898798
120.996306,30.972188
120.972956,31.025304
120.98114,31.030195
120.983368,31.024218
120.983503,31.023824
120.999464,31.031583
120.973007,31.023569
120.982782,31.027166
120.972999,31.023967
120.973015,31.030855
120.983728,31.050221
120.985842,31.04589
